,id,timestamp,increment,hour,date,week,week_start,month,month_name,month_start,quarter,year,period
99618,99619,2023-08-11 19:30:00,30,19,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99619,99620,2023-08-11 19:45:00,45,19,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99620,99621,2023-08-11 20:00:00,0,20,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99621,99622,2023-08-11 20:15:00,15,20,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99622,99623,2023-08-11 20:30:00,30,20,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99623,99624,2023-08-11 20:45:00,45,20,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99624,99625,2023-08-11 21:00:00,0,21,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99625,99626,2023-08-11 21:15:00,15,21,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99626,99627,2023-08-11 21:30:00,30,21,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99627,99628,2023-08-11 21:45:00,45,21,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99628,99629,2023-08-11 22:00:00,0,22,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99629,99630,2023-08-11 22:15:00,15,22,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99630,99631,2023-08-11 22:30:00,30,22,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99631,99632,2023-08-11 22:45:00,45,22,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99632,99633,2023-08-11 23:00:00,0,23,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99633,99634,2023-08-11 23:15:00,15,23,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99634,99635,2023-08-11 23:30:00,30,23,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99635,99636,2023-08-11 23:45:00,45,23,2023-08-11,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99636,99637,2023-08-12 00:00:00,0,0,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99637,99638,2023-08-12 00:15:00,15,0,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99638,99639,2023-08-12 00:30:00,30,0,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99639,99640,2023-08-12 00:45:00,45,0,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99640,99641,2023-08-12 01:00:00,0,1,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99641,99642,2023-08-12 01:15:00,15,1,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99642,99643,2023-08-12 01:30:00,30,1,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99643,99644,2023-08-12 01:45:00,45,1,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99644,99645,2023-08-12 02:00:00,0,2,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99645,99646,2023-08-12 02:15:00,15,2,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99646,99647,2023-08-12 02:30:00,30,2,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99647,99648,2023-08-12 02:45:00,45,2,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99648,99649,2023-08-12 03:00:00,0,3,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99649,99650,2023-08-12 03:15:00,15,3,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99650,99651,2023-08-12 03:30:00,30,3,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99651,99652,2023-08-12 03:45:00,45,3,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99652,99653,2023-08-12 04:00:00,0,4,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99653,99654,2023-08-12 04:15:00,15,4,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99654,99655,2023-08-12 04:30:00,30,4,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99655,99656,2023-08-12 04:45:00,45,4,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99656,99657,2023-08-12 05:00:00,0,5,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99657,99658,2023-08-12 05:15:00,15,5,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99658,99659,2023-08-12 05:30:00,30,5,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99659,99660,2023-08-12 05:45:00,45,5,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99660,99661,2023-08-12 06:00:00,0,6,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99661,99662,2023-08-12 06:15:00,15,6,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99662,99663,2023-08-12 06:30:00,30,6,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99663,99664,2023-08-12 06:45:00,45,6,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99664,99665,2023-08-12 07:00:00,0,7,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99665,99666,2023-08-12 07:15:00,15,7,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99666,99667,2023-08-12 07:30:00,30,7,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99667,99668,2023-08-12 07:45:00,45,7,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99668,99669,2023-08-12 08:00:00,0,8,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99669,99670,2023-08-12 08:15:00,15,8,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99670,99671,2023-08-12 08:30:00,30,8,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99671,99672,2023-08-12 08:45:00,45,8,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99672,99673,2023-08-12 09:00:00,0,9,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99673,99674,2023-08-12 09:15:00,15,9,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99674,99675,2023-08-12 09:30:00,30,9,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99675,99676,2023-08-12 09:45:00,45,9,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99676,99677,2023-08-12 10:00:00,0,10,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99677,99678,2023-08-12 10:15:00,15,10,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99678,99679,2023-08-12 10:30:00,30,10,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99679,99680,2023-08-12 10:45:00,45,10,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99680,99681,2023-08-12 11:00:00,0,11,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99681,99682,2023-08-12 11:15:00,15,11,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99682,99683,2023-08-12 11:30:00,30,11,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99683,99684,2023-08-12 11:45:00,45,11,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99684,99685,2023-08-12 12:00:00,0,12,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99685,99686,2023-08-12 12:15:00,15,12,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99686,99687,2023-08-12 12:30:00,30,12,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99687,99688,2023-08-12 12:45:00,45,12,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99688,99689,2023-08-12 13:00:00,0,13,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99689,99690,2023-08-12 13:15:00,15,13,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99690,99691,2023-08-12 13:30:00,30,13,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99691,99692,2023-08-12 13:45:00,45,13,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99692,99693,2023-08-12 14:00:00,0,14,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99693,99694,2023-08-12 14:15:00,15,14,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99694,99695,2023-08-12 14:30:00,30,14,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99695,99696,2023-08-12 14:45:00,45,14,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99696,99697,2023-08-12 15:00:00,0,15,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99697,99698,2023-08-12 15:15:00,15,15,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99698,99699,2023-08-12 15:30:00,30,15,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99699,99700,2023-08-12 15:45:00,45,15,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99700,99701,2023-08-12 16:00:00,0,16,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99701,99702,2023-08-12 16:15:00,15,16,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99702,99703,2023-08-12 16:30:00,30,16,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99703,99704,2023-08-12 16:45:00,45,16,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99704,99705,2023-08-12 17:00:00,0,17,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99705,99706,2023-08-12 17:15:00,15,17,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99706,99707,2023-08-12 17:30:00,30,17,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99707,99708,2023-08-12 17:45:00,45,17,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99708,99709,2023-08-12 18:00:00,0,18,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99709,99710,2023-08-12 18:15:00,15,18,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99710,99711,2023-08-12 18:30:00,30,18,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99711,99712,2023-08-12 18:45:00,45,18,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99712,99713,2023-08-12 19:00:00,0,19,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99713,99714,2023-08-12 19:15:00,15,19,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99714,99715,2023-08-12 19:30:00,30,19,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99715,99716,2023-08-12 19:45:00,45,19,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99716,99717,2023-08-12 20:00:00,0,20,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99717,99718,2023-08-12 20:15:00,15,20,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99718,99719,2023-08-12 20:30:00,30,20,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99719,99720,2023-08-12 20:45:00,45,20,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99720,99721,2023-08-12 21:00:00,0,21,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99721,99722,2023-08-12 21:15:00,15,21,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99722,99723,2023-08-12 21:30:00,30,21,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99723,99724,2023-08-12 21:45:00,45,21,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99724,99725,2023-08-12 22:00:00,0,22,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99725,99726,2023-08-12 22:15:00,15,22,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99726,99727,2023-08-12 22:30:00,30,22,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99727,99728,2023-08-12 22:45:00,45,22,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99728,99729,2023-08-12 23:00:00,0,23,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99729,99730,2023-08-12 23:15:00,15,23,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99730,99731,2023-08-12 23:30:00,30,23,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99731,99732,2023-08-12 23:45:00,45,23,2023-08-12,32,2023-08-07,8,August,2023-08-01,3,2023,On-peak: 5PM to 9PM
99732,99733,2023-08-13 00:00:00,0,0,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99733,99734,2023-08-13 00:15:00,15,0,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99734,99735,2023-08-13 00:30:00,30,0,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99735,99736,2023-08-13 00:45:00,45,0,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99736,99737,2023-08-13 01:00:00,0,1,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99737,99738,2023-08-13 01:15:00,15,1,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99738,99739,2023-08-13 01:30:00,30,1,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99739,99740,2023-08-13 01:45:00,45,1,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99740,99741,2023-08-13 02:00:00,0,2,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99741,99742,2023-08-13 02:15:00,15,2,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99742,99743,2023-08-13 02:30:00,30,2,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99743,99744,2023-08-13 02:45:00,45,2,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99744,99745,2023-08-13 03:00:00,0,3,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99745,99746,2023-08-13 03:15:00,15,3,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99746,99747,2023-08-13 03:30:00,30,3,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99747,99748,2023-08-13 03:45:00,45,3,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99748,99749,2023-08-13 04:00:00,0,4,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99749,99750,2023-08-13 04:15:00,15,4,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99750,99751,2023-08-13 04:30:00,30,4,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99751,99752,2023-08-13 04:45:00,45,4,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99752,99753,2023-08-13 05:00:00,0,5,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99753,99754,2023-08-13 05:15:00,15,5,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99754,99755,2023-08-13 05:30:00,30,5,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99755,99756,2023-08-13 05:45:00,45,5,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99756,99757,2023-08-13 06:00:00,0,6,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99757,99758,2023-08-13 06:15:00,15,6,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99758,99759,2023-08-13 06:30:00,30,6,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99759,99760,2023-08-13 06:45:00,45,6,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,Off-peak: 12AM to 7AM
99760,99761,2023-08-13 07:00:00,0,7,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99761,99762,2023-08-13 07:15:00,15,7,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99762,99763,2023-08-13 07:30:00,30,7,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99763,99764,2023-08-13 07:45:00,45,7,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99764,99765,2023-08-13 08:00:00,0,8,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99765,99766,2023-08-13 08:15:00,15,8,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99766,99767,2023-08-13 08:30:00,30,8,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99767,99768,2023-08-13 08:45:00,45,8,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99768,99769,2023-08-13 09:00:00,0,9,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99769,99770,2023-08-13 09:15:00,15,9,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99770,99771,2023-08-13 09:30:00,30,9,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99771,99772,2023-08-13 09:45:00,45,9,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99772,99773,2023-08-13 10:00:00,0,10,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99773,99774,2023-08-13 10:15:00,15,10,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99774,99775,2023-08-13 10:30:00,30,10,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99775,99776,2023-08-13 10:45:00,45,10,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99776,99777,2023-08-13 11:00:00,0,11,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99777,99778,2023-08-13 11:15:00,15,11,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99778,99779,2023-08-13 11:30:00,30,11,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99779,99780,2023-08-13 11:45:00,45,11,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99780,99781,2023-08-13 12:00:00,0,12,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99781,99782,2023-08-13 12:15:00,15,12,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99782,99783,2023-08-13 12:30:00,30,12,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99783,99784,2023-08-13 12:45:00,45,12,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99784,99785,2023-08-13 13:00:00,0,13,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99785,99786,2023-08-13 13:15:00,15,13,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99786,99787,2023-08-13 13:30:00,30,13,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99787,99788,2023-08-13 13:45:00,45,13,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99788,99789,2023-08-13 14:00:00,0,14,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99789,99790,2023-08-13 14:15:00,15,14,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99790,99791,2023-08-13 14:30:00,30,14,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99791,99792,2023-08-13 14:45:00,45,14,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99792,99793,2023-08-13 15:00:00,0,15,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99793,99794,2023-08-13 15:15:00,15,15,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99794,99795,2023-08-13 15:30:00,30,15,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99795,99796,2023-08-13 15:45:00,45,15,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
99796,99797,2023-08-13 16:00:00,0,16,2023-08-13,32,2023-08-07,8,August,2023-08-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
